track.name,artist.name,grammy.year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,grammy.win
Iris,The Goo Goo Dolls,1999,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97E-06,0.0942,0.497,155.925,audio_features,6Qyc6fS4DsZjB2mRW9DsQs,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3,0
Lean On Me,Kirk Franklin,1999,0.517,0.464,5,-8.021,1,0.0275,0.269,0,0.0827,0.162,106.395,audio_features,4IyemaA2yUElYlOiCV1vGC,spotify:track:4IyemaA2yUElYlOiCV1vGC,https://api.spotify.com/v1/tracks/4IyemaA2yUElYlOiCV1vGC,https://api.spotify.com/v1/audio-analysis/4IyemaA2yUElYlOiCV1vGC,309067,4,0
You're Still The One,Shania Twain,1999,0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822,audio_features,1wb4P4F0sxAQ2KXrRvsx6n,spotify:track:1wb4P4F0sxAQ2KXrRvsx6n,https://api.spotify.com/v1/tracks/1wb4P4F0sxAQ2KXrRvsx6n,https://api.spotify.com/v1/audio-analysis/1wb4P4F0sxAQ2KXrRvsx6n,212200,4,0
I Want It That Way,Backstreet Boys,2000,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,audio_features,47BBI51FKFwOMlIiX6m8ya,spotify:track:47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/tracks/47BBI51FKFwOMlIiX6m8ya,https://api.spotify.com/v1/audio-analysis/47BBI51FKFwOMlIiX6m8ya,213307,4,0
Livin' la Vida Loca,Ricky Martin,2000,0.425,0.954,1,-3.756,0,0.0476,0.00411,0,0.0555,0.933,178.043,audio_features,0Ph6L4l8dYUuXFmb71Ajnd,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/audio-analysis/0Ph6L4l8dYUuXFmb71Ajnd,243160,4,0
Unpretty,TLC,2000,0.648,0.622,7,-6.063,1,0.0428,0.00152,5.97E-05,0.109,0.51,88.684,audio_features,0BUoLE4o9eVahDHvTqak67,spotify:track:0BUoLE4o9eVahDHvTqak67,https://api.spotify.com/v1/tracks/0BUoLE4o9eVahDHvTqak67,https://api.spotify.com/v1/audio-analysis/0BUoLE4o9eVahDHvTqak67,278067,4,0
You've Got A Way,Shania Twain,2000,0.577,0.301,9,-9.857,1,0.0268,0.592,0,0.108,0.203,131.967,audio_features,4FpYzosLDCvIuX7mS6qX3q,spotify:track:4FpYzosLDCvIuX7mS6qX3q,https://api.spotify.com/v1/tracks/4FpYzosLDCvIuX7mS6qX3q,https://api.spotify.com/v1/audio-analysis/4FpYzosLDCvIuX7mS6qX3q,209760,4,0
Breathe,Faith Hill,2001,0.529,0.496,7,-9.007,1,0.029,0.173,0,0.251,0.278,136.859,audio_features,3y4LxiYMgDl4RethdzpmNe,spotify:track:3y4LxiYMgDl4RethdzpmNe,https://api.spotify.com/v1/tracks/3y4LxiYMgDl4RethdzpmNe,https://api.spotify.com/v1/audio-analysis/3y4LxiYMgDl4RethdzpmNe,250547,4,0
I Hope You Dance,Lee Ann Womack,2001,0.385,0.443,7,-9.627,0,0.0295,0.0632,0,0.0898,0.275,151.278,audio_features,65B1tEOv5W294uCKbmEcFV,spotify:track:65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/tracks/65B1tEOv5W294uCKbmEcFV,https://api.spotify.com/v1/audio-analysis/65B1tEOv5W294uCKbmEcFV,294533,4,0
I Try,Macy Gray,2001,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4,0
Say My Name,Destiny's Child,2001,0.713,0.678,5,-3.525,0,0.102,0.273,0,0.149,0.734,138.009,audio_features,7H6ev70Weq6DdpZyyTmUXk,spotify:track:7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/tracks/7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/audio-analysis/7H6ev70Weq6DdpZyyTmUXk,271333,4,0
Drops of Jupiter (Tell Me),Train,2002,0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,audio_features,2hKdd3qO7cWr2Jo0Bcs0MA,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/tracks/2hKdd3qO7cWr2Jo0Bcs0MA,https://api.spotify.com/v1/audio-analysis/2hKdd3qO7cWr2Jo0Bcs0MA,259933,4,0
I'm Like A Bird,Nelly Furtado,2002,0.622,0.608,10,-5.085,1,0.036,0.138,5.38E-06,0.273,0.607,89.661,audio_features,2tP7ZekzXfduShx8C6cbll,spotify:track:2tP7ZekzXfduShx8C6cbll,https://api.spotify.com/v1/tracks/2tP7ZekzXfduShx8C6cbll,https://api.spotify.com/v1/audio-analysis/2tP7ZekzXfduShx8C6cbll,243160,4,0
Stuck In A Moment You Can't Get Out Of,U2,2002,0.524,0.644,4,-4.986,1,0.0238,0.391,0.000246,0.168,0.324,158.52,audio_features,3xjTuTBaihydhSC7ByNoSb,spotify:track:3xjTuTBaihydhSC7ByNoSb,https://api.spotify.com/v1/tracks/3xjTuTBaihydhSC7ByNoSb,https://api.spotify.com/v1/audio-analysis/3xjTuTBaihydhSC7ByNoSb,271800,4,0
Video,India.Arie,2002,0.652,0.604,9,-8.766,0,0.227,0.111,1.01E-05,0.0409,0.675,170.003,audio_features,4oiAlcisfimXQc1wyAtX9a,spotify:track:4oiAlcisfimXQc1wyAtX9a,https://api.spotify.com/v1/tracks/4oiAlcisfimXQc1wyAtX9a,https://api.spotify.com/v1/audio-analysis/4oiAlcisfimXQc1wyAtX9a,249960,4,0
Complicated,Avril Lavigne,2003,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,audio_features,5xEM5hIgJ1jjgcEBfpkt2F,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/tracks/5xEM5hIgJ1jjgcEBfpkt2F,https://api.spotify.com/v1/audio-analysis/5xEM5hIgJ1jjgcEBfpkt2F,244507,4,0
The Rising,Bruce Springsteen,2003,0.499,0.761,10,-6.381,1,0.0324,0.0655,0,0.0895,0.326,110.186,audio_features,2czBvzOv3TvnyoW7Ozo7fP,spotify:track:2czBvzOv3TvnyoW7Ozo7fP,https://api.spotify.com/v1/tracks/2czBvzOv3TvnyoW7Ozo7fP,https://api.spotify.com/v1/audio-analysis/2czBvzOv3TvnyoW7Ozo7fP,287040,4,0
A Thousand Miles,Vanessa Carlton,2003,0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,audio_features,4w1lzcaoZ1IC2K5TwjalRP,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/audio-analysis/4w1lzcaoZ1IC2K5TwjalRP,237493,4,0
Where Were You (When the World Stopped Turning),Alan Jackson,2003,0.647,0.388,0,-9.194,1,0.0311,0.473,0,0.0754,0.188,115.432,audio_features,4aOQG9TYcZOhT3sngkMI9K,spotify:track:4aOQG9TYcZOhT3sngkMI9K,https://api.spotify.com/v1/tracks/4aOQG9TYcZOhT3sngkMI9K,https://api.spotify.com/v1/audio-analysis/4aOQG9TYcZOhT3sngkMI9K,305093,4,0
Beautiful,Christina Aguilera,2004,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05E-06,0.114,0.0992,76.19,audio_features,3TCauNPqFiniaYHBvEVoHG,spotify:track:3TCauNPqFiniaYHBvEVoHG,https://api.spotify.com/v1/tracks/3TCauNPqFiniaYHBvEVoHG,https://api.spotify.com/v1/audio-analysis/3TCauNPqFiniaYHBvEVoHG,238560,4,0
I'm with You,Avril Lavigne,2004,0.457,0.406,9,-7.462,1,0.0291,0.08,0,0.117,0.208,151.95,audio_features,1jlG3KJ3gdYmhfuySFfpO1,spotify:track:1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/tracks/1jlG3KJ3gdYmhfuySFfpO1,https://api.spotify.com/v1/audio-analysis/1jlG3KJ3gdYmhfuySFfpO1,223067,3,0
Keep Me in Your Heart,Warren Zevon,2004,0.427,0.393,7,-9.142,1,0.0418,0.832,1.54E-06,0.0932,0.244,177.429,audio_features,6eceqMrRFKCnq7ksH2L7Wp,spotify:track:6eceqMrRFKCnq7ksH2L7Wp,https://api.spotify.com/v1/tracks/6eceqMrRFKCnq7ksH2L7Wp,https://api.spotify.com/v1/audio-analysis/6eceqMrRFKCnq7ksH2L7Wp,208027,4,0
Lose Yourself,Various Artists,2004,0.684,0.735,2,-4.596,1,0.273,0.00925,0.000659,0.288,0.06,171.383,audio_features,6GkTKjv1XbFVdI2D8vvDPu,spotify:track:6GkTKjv1XbFVdI2D8vvDPu,https://api.spotify.com/v1/tracks/6GkTKjv1XbFVdI2D8vvDPu,https://api.spotify.com/v1/audio-analysis/6GkTKjv1XbFVdI2D8vvDPu,320293,4,0
If I Ain't Got You,Alicia Keys,2005,0.609,0.444,7,-9.129,1,0.106,0.603,6.86E-06,0.104,0.166,118.402,audio_features,3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,228707,3,0
Jesus Walks,Kanye West,2005,0.637,0.834,3,-4.686,0,0.323,0.614,0,0.317,0.715,87.312,audio_features,5g1vtHqi9uV7xtYeCcFOBx,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/tracks/5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/audio-analysis/5g1vtHqi9uV7xtYeCcFOBx,193733,4,0
Live Like You Were Dying,Tim McGraw,2005,0.416,0.546,7,-7.728,1,0.0297,0.492,0,0.0845,0.418,159.929,audio_features,7B1QliUMZv7gSTUGAfMRRD,spotify:track:7B1QliUMZv7gSTUGAfMRRD,https://api.spotify.com/v1/tracks/7B1QliUMZv7gSTUGAfMRRD,https://api.spotify.com/v1/audio-analysis/7B1QliUMZv7gSTUGAfMRRD,300333,4,0
The Reason,Hoobastank,2005,0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,audio_features,77loZpT5Y5PRP1S451P9Yz,spotify:track:77loZpT5Y5PRP1S451P9Yz,https://api.spotify.com/v1/tracks/77loZpT5Y5PRP1S451P9Yz,https://api.spotify.com/v1/audio-analysis/77loZpT5Y5PRP1S451P9Yz,232800,4,0
Bless The Broken Road,Rascal Flatts,2006,0.591,0.45,0,-6.369,1,0.0266,0.671,2.23E-05,0.159,0.344,135.893,audio_features,4YjjNHtEsTX6Af4mCTupT5,spotify:track:4YjjNHtEsTX6Af4mCTupT5,https://api.spotify.com/v1/tracks/4YjjNHtEsTX6Af4mCTupT5,https://api.spotify.com/v1/audio-analysis/4YjjNHtEsTX6Af4mCTupT5,226680,4,0
Devils & Dust,Bruce Springsteen,2006,0.638,0.443,2,-6.86,1,0.0283,0.374,0.000483,0.547,0.556,111.079,audio_features,4YUSC63LMMUbaeLjcfT4Go,spotify:track:4YUSC63LMMUbaeLjcfT4Go,https://api.spotify.com/v1/tracks/4YUSC63LMMUbaeLjcfT4Go,https://api.spotify.com/v1/audio-analysis/4YUSC63LMMUbaeLjcfT4Go,298627,4,0
Ordinary People,John Legend,2006,0.469,0.132,10,-14.001,1,0.0798,0.928,0,0.0873,0.36,66.989,audio_features,2ZA4uMlSZjaoWGFqP1tsLI,spotify:track:2ZA4uMlSZjaoWGFqP1tsLI,https://api.spotify.com/v1/tracks/2ZA4uMlSZjaoWGFqP1tsLI,https://api.spotify.com/v1/audio-analysis/2ZA4uMlSZjaoWGFqP1tsLI,281467,3,0
We Belong Together,Mariah Carey,2006,0.837,0.462,0,-7.89,1,0.0601,0.0339,0,0.09,0.762,139.986,audio_features,3LmvfNUQtglbTrydsdIqFU,spotify:track:3LmvfNUQtglbTrydsdIqFU,https://api.spotify.com/v1/tracks/3LmvfNUQtglbTrydsdIqFU,https://api.spotify.com/v1/audio-analysis/3LmvfNUQtglbTrydsdIqFU,201400,4,0
Be Without You - Kendu Mix,Mary J. Blige,2007,0.724,0.705,2,-5.859,0,0.112,0.067,0,0.262,0.662,146.589,audio_features,2YegxR5As7BeQuVp2U6pek,spotify:track:2YegxR5As7BeQuVp2U6pek,https://api.spotify.com/v1/tracks/2YegxR5As7BeQuVp2U6pek,https://api.spotify.com/v1/audio-analysis/2YegxR5As7BeQuVp2U6pek,246333,4,0
"Jesus, Take the Wheel",Carrie Underwood,2007,0.359,0.518,2,-3.537,1,0.0302,0.665,0,0.106,0.135,76.572,audio_features,3lec3CzDPAxsZokPph5w87,spotify:track:3lec3CzDPAxsZokPph5w87,https://api.spotify.com/v1/tracks/3lec3CzDPAxsZokPph5w87,https://api.spotify.com/v1/audio-analysis/3lec3CzDPAxsZokPph5w87,226493,4,0
Put Your Records On,Corinne Bailey Rae,2007,0.739,0.511,9,-7.844,1,0.0362,0.167,1.34E-06,0.133,0.542,96.038,audio_features,2nGFzvICaeEWjIrBrL2RAx,spotify:track:2nGFzvICaeEWjIrBrL2RAx,https://api.spotify.com/v1/tracks/2nGFzvICaeEWjIrBrL2RAx,https://api.spotify.com/v1/audio-analysis/2nGFzvICaeEWjIrBrL2RAx,215360,4,0
You're Beautiful,James Blunt,2007,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76E-05,0.088,0.454,81.998,audio_features,0vg4WnUWvze6pBOJDTq99k,spotify:track:0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/tracks/0vg4WnUWvze6pBOJDTq99k,https://api.spotify.com/v1/audio-analysis/0vg4WnUWvze6pBOJDTq99k,209493,4,0
Before He Cheats,Carrie Underwood,2008,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,audio_features,0ZUo4YjG4saFnEJhdWp9Bt,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,https://api.spotify.com/v1/tracks/0ZUo4YjG4saFnEJhdWp9Bt,https://api.spotify.com/v1/audio-analysis/0ZUo4YjG4saFnEJhdWp9Bt,199947,4,0
Hey There Delilah,Plain White T's,2008,0.656,0.291,2,-10.572,1,0.0293,0.872,0,0.114,0.298,103.971,audio_features,4RCWB3V8V0dignt99LZ8vH,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,232533,4,0
Like A Star,Corinne Bailey Rae,2008,0.606,0.226,2,-10.617,0,0.0347,0.715,1.00E-04,0.35,0.142,122.711,audio_features,5Anh8jULgeUgciLHCR25Mk,spotify:track:5Anh8jULgeUgciLHCR25Mk,https://api.spotify.com/v1/tracks/5Anh8jULgeUgciLHCR25Mk,https://api.spotify.com/v1/audio-analysis/5Anh8jULgeUgciLHCR25Mk,243213,4,0
Umbrella,Rihanna,2008,0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,audio_features,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,275987,4,0
American Boy,Estelle,2009,0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,audio_features,22UDw8rSfLbUsaAGTXQ4Z8,spotify:track:22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/tracks/22UDw8rSfLbUsaAGTXQ4Z8,https://api.spotify.com/v1/audio-analysis/22UDw8rSfLbUsaAGTXQ4Z8,284733,4,0
Chasing Pavements,Adele,2009,0.621,0.473,5,-6.07,0,0.0251,0.312,0,0.11,0.325,80.027,audio_features,71WAtDcWVYMoCsblD2uQXx,spotify:track:71WAtDcWVYMoCsblD2uQXx,https://api.spotify.com/v1/tracks/71WAtDcWVYMoCsblD2uQXx,https://api.spotify.com/v1/audio-analysis/71WAtDcWVYMoCsblD2uQXx,210507,4,0
I'm Yours,Jason Mraz,2009,0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,audio_features,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242187,4,0
Love Song,Sara Bareilles,2009,0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,audio_features,4E6cwWJWZw2zWf7VFbH7wf,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,https://api.spotify.com/v1/tracks/4E6cwWJWZw2zWf7VFbH7wf,https://api.spotify.com/v1/audio-analysis/4E6cwWJWZw2zWf7VFbH7wf,258827,4,0
Poker Face,Lady Gaga,2010,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33E-06,0.121,0.776,119.001,audio_features,0WfKDYeUAoLA3vdvLKKWMW,spotify:track:0WfKDYeUAoLA3vdvLKKWMW,https://api.spotify.com/v1/tracks/0WfKDYeUAoLA3vdvLKKWMW,https://api.spotify.com/v1/audio-analysis/0WfKDYeUAoLA3vdvLKKWMW,237200,4,0
Pretty Wings - uncut,Maxwell,2010,0.563,0.402,9,-10.496,1,0.0668,0.252,2.07E-06,0.0886,0.2,115.561,audio_features,22NLm3IIR9NLG0cUYtmHMW,spotify:track:22NLm3IIR9NLG0cUYtmHMW,https://api.spotify.com/v1/tracks/22NLm3IIR9NLG0cUYtmHMW,https://api.spotify.com/v1/audio-analysis/22NLm3IIR9NLG0cUYtmHMW,310520,4,0
Use Somebody,Kings of Leon,2010,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,audio_features,5VGlqQANWDKJFl0MBG3sg2,spotify:track:5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/tracks/5VGlqQANWDKJFl0MBG3sg2,https://api.spotify.com/v1/audio-analysis/5VGlqQANWDKJFl0MBG3sg2,230760,4,0
You Belong With Me,Taylor Swift,2010,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35E-05,0.114,0.443,129.964,audio_features,3GCL1PydwsLodcpv0Ll1ch,spotify:track:3GCL1PydwsLodcpv0Ll1ch,https://api.spotify.com/v1/tracks/3GCL1PydwsLodcpv0Ll1ch,https://api.spotify.com/v1/audio-analysis/3GCL1PydwsLodcpv0Ll1ch,231133,4,0
Beg Steal or Borrow (with The Pariah Dogs),Ray LaMontagne,2011,0.472,0.55,6,-8.517,1,0.0281,0.462,0.000561,0.172,0.395,148.097,audio_features,7fMYBrlKl9mkcMTUGT4j6l,spotify:track:7fMYBrlKl9mkcMTUGT4j6l,https://api.spotify.com/v1/tracks/7fMYBrlKl9mkcMTUGT4j6l,https://api.spotify.com/v1/audio-analysis/7fMYBrlKl9mkcMTUGT4j6l,272667,4,0
Fuck You,CeeLo Green,2011,0.69,0.834,0,-5.79,1,0.0566,0.129,0,0.136,0.738,127.43,audio_features,4ycLiPVzE5KamivXrAzGFG,spotify:track:4ycLiPVzE5KamivXrAzGFG,https://api.spotify.com/v1/tracks/4ycLiPVzE5KamivXrAzGFG,https://api.spotify.com/v1/audio-analysis/4ycLiPVzE5KamivXrAzGFG,222933,4,0
The House That Built Me,Miranda Lambert,2011,0.515,0.3,5,-8.005,1,0.0289,0.575,8.46E-06,0.115,0.206,81.12,audio_features,02eD9ymfJOJOhM97HYp5R9,spotify:track:02eD9ymfJOJOhM97HYp5R9,https://api.spotify.com/v1/tracks/02eD9ymfJOJOhM97HYp5R9,https://api.spotify.com/v1/audio-analysis/02eD9ymfJOJOhM97HYp5R9,236627,4,0
Love The Way You Lie,Eminem,2011,0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,audio_features,15JINEqzVMv3SvJTAXAKED,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373,4,0
All Of The Lights,Kanye West,2012,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71E-05,0.176,0.221,142.113,audio_features,22L7bfCiAkJo5xGSQgmiIO,spotify:track:22L7bfCiAkJo5xGSQgmiIO,https://api.spotify.com/v1/tracks/22L7bfCiAkJo5xGSQgmiIO,https://api.spotify.com/v1/audio-analysis/22L7bfCiAkJo5xGSQgmiIO,299613,4,0
The Cave,Mumford & Sons,2012,0.595,0.506,4,-9.682,1,0.0388,0.0464,0.000138,0.107,0.346,141.981,audio_features,7IxVWmdabNVhfLBV3JD0nJ,spotify:track:7IxVWmdabNVhfLBV3JD0nJ,https://api.spotify.com/v1/tracks/7IxVWmdabNVhfLBV3JD0nJ,https://api.spotify.com/v1/audio-analysis/7IxVWmdabNVhfLBV3JD0nJ,217987,4,0
Grenade,Bruno Mars,2012,0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443,audio_features,2tJulUYLDKOg9XrtVkMgcJ,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,https://api.spotify.com/v1/tracks/2tJulUYLDKOg9XrtVkMgcJ,https://api.spotify.com/v1/audio-analysis/2tJulUYLDKOg9XrtVkMgcJ,223253,4,0
Holocene,Bon Iver,2012,0.375,0.304,1,-14.52,1,0.0302,0.943,0.303,0.126,0.147,147.989,audio_features,4fbvXwMTXPWaFyaMWUm9CR,spotify:track:4fbvXwMTXPWaFyaMWUm9CR,https://api.spotify.com/v1/tracks/4fbvXwMTXPWaFyaMWUm9CR,https://api.spotify.com/v1/audio-analysis/4fbvXwMTXPWaFyaMWUm9CR,336613,4,0
The A Team,Ed Sheeran,2013,0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996,audio_features,1VdZ0vKfR5jneCmWIUAMxK,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK,258373,4,0
Adorn,Miguel,2013,0.625,0.576,11,-5.693,0,0.175,0.0543,4.07E-05,0.187,0.235,179.063,audio_features,25cUhiAod71TIQSNicOaW3,spotify:track:25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/tracks/25cUhiAod71TIQSNicOaW3,https://api.spotify.com/v1/audio-analysis/25cUhiAod71TIQSNicOaW3,193147,4,0
Call Me Maybe,Carly Rae Jepsen,2013,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28E-06,0.108,0.66,120.021,audio_features,3TGRqZ0a2l1LRblBkJoaDx,spotify:track:3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/tracks/3TGRqZ0a2l1LRblBkJoaDx,https://api.spotify.com/v1/audio-analysis/3TGRqZ0a2l1LRblBkJoaDx,193400,4,0
Stronger (What Doesn't Kill You),Kelly Clarkson,2013,0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,audio_features,6D60klaHqbCl9ySc8VcRss,spotify:track:6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/tracks/6D60klaHqbCl9ySc8VcRss,https://api.spotify.com/v1/audio-analysis/6D60klaHqbCl9ySc8VcRss,221947,4,0
Just Give Me a Reason (feat. Nate Ruess),P!nk,2014,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,audio_features,1mKXFLRA179hdOWQBwUk9e,spotify:track:1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/tracks/1mKXFLRA179hdOWQBwUk9e,https://api.spotify.com/v1/audio-analysis/1mKXFLRA179hdOWQBwUk9e,242733,4,0
Locked out of Heaven,Bruno Mars,2014,0.726,0.698,5,-4.165,1,0.0431,0.049,0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478,4,0
Roar,Katy Perry,2014,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.60E-06,0.354,0.455,179.984,audio_features,6F5c58TMEs1byxUstkzVeM,spotify:track:6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/tracks/6F5c58TMEs1byxUstkzVeM,https://api.spotify.com/v1/audio-analysis/6F5c58TMEs1byxUstkzVeM,223546,4,0
Same Love - feat. Mary Lambert,Macklemore & Ryan Lewis,2014,0.688,0.473,8,-9.059,1,0.167,0.716,4.46E-05,0.104,0.299,84.958,audio_features,01uqI4H13Gsd8Lyl1EYd8H,spotify:track:01uqI4H13Gsd8Lyl1EYd8H,https://api.spotify.com/v1/tracks/01uqI4H13Gsd8Lyl1EYd8H,https://api.spotify.com/v1/audio-analysis/01uqI4H13Gsd8Lyl1EYd8H,318525,4,0
All About That Bass,Meghan Trainor,2015,0.807,0.887,9,-3.726,1,0.0503,0.0573,2.87E-06,0.124,0.961,134.052,audio_features,5jE48hhRu8E6zBDPRSkEq7,spotify:track:5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,187920,4,0
Chandelier,Sia,2015,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07E-05,0.0685,0.572,117.089,audio_features,2s1sdSqGcKxpPr5lCl7jAV,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,216120,5,0
Shake It Off,Taylor Swift,2015,0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,audio_features,5xTtaWoae3wi06K5WfVUUH,spotify:track:5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,219200,4,0
Take Me to Church,Hozier,2015,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,audio_features,1CS7Sd1u5tWkstBhpssyjP,spotify:track:1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP,241693,4,0
